0,1,2,3,4,5,6,7,8,9,10
fruit/vegetable juice,sausage,sausage,domestic eggs,seasonal products,,,,,,
canned beer,candy,,,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
mustard,domestic eggs,,,,,,,,,
butter milk,soda,rolls/buns,,,,,,,,
ham,pastry,,,,,,,,,
sausage,sausage,tropical fruit,pip fruit,,,,,,,
pot plants,coffee,rolls/buns,hard cheese,,,,,,,
ham,pickled vegetables,newspapers,,,,,,,,
chicken,white bread,,,,,,,,,
herbs,yogurt,misc. beverages,,,,,,,,
onions,candy,,,,,,,,,
whole milk,dish cleaner,frozen fish,newspapers,,,,,,,
pickled vegetables,flour,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
frozen vegetables,sausage,whole milk,frozen vegetables,rolls/buns,other vegetables,oil,frozen fish,baking powder,,
sausage,packaged fruit/vegetables,,,,,,,,,
onions,canned fish,,,,,,,,,
citrus fruit,soda,,,,,,,,,
whipped/sour cream,Instant food products,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
frankfurter,canned beer,soda,,,,,,,,
butter,whole milk,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
root vegetables,grapes,,,,,,,,,
rolls/buns,other vegetables,chewing gum,,,,,,,,
hygiene articles,bottled water,,,,,,,,,
pastry,oil,potato products,,,,,,,,
pip fruit,pickled vegetables,,,,,,,,,
frozen vegetables,pasta,,,,,,,,,
turkey,bottled water,other vegetables,newspapers,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
sausage,onions,mustard,,,,,,,,
sausage,rolls/buns,pickled vegetables,,,,,,,,
chocolate,whipped/sour cream,rolls/buns,,,,,,,,
bottled beer,yogurt,other vegetables,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pet care,beef,,,,,,,,,
tea,light bulbs,,,,,,,,,
yogurt,other vegetables,soft cheese,salt,,,,,,,
citrus fruit,margarine,sliced cheese,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
sausage,chewing gum,,,,,,,,,
soda,yogurt,,,,,,,,,
beef,whole milk,root vegetables,whipped/sour cream,whipped/sour cream,other vegetables,,,,,
whole milk,pip fruit,pasta,yogurt,,,,,,,
other vegetables,shopping bags,,,,,,,,,
beverages,newspapers,,,,,,,,,
pork,shopping bags,hygiene articles,,,,,,,,
ham,rolls/buns,,,,,,,,,
soda,red/blush wine,,,,,,,,,
salty snack,napkins,yogurt,brown bread,,,,,,,
soda,bottled water,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
red/blush wine,bottled water,sweet spreads,,,,,,,,
soda,specialty bar,tidbits,,,,,,,,
whole milk,newspapers,,,,,,,,,
white wine,newspapers,,,,,,,,,
canned beer,dessert,,,,,,,,,
frankfurter,rolls/buns,bottled beer,other vegetables,yogurt,soups,yogurt,UHT-milk,,,
frozen vegetables,pip fruit,hygiene articles,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,
white bread,pip fruit,,,,,,,,,
cat food,whole milk,whole milk,,,,,,,,
cream cheese ,whole milk,candy,,,,,,,,
sausage,yogurt,,,,,,,,,
berries,whole milk,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
pork,butter milk,,,,,,,,,
butter,soda,,,,,,,,,
root vegetables,yogurt,specialty bar,,,,,,,,
chicken,coffee,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
whole milk,margarine,,,,,,,,,
sausage,fruit/vegetable juice,chewing gum,,,,,,,,
meat,coffee,,,,,,,,,
root vegetables,ice cream,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
citrus fruit,curd,margarine,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
rolls/buns,berries,,,,,,,,,
soda,whole milk,brandy,,,,,,,,
ice cream,bottled beer,,,,,,,,,
coffee,bottled beer,,,,,,,,,
root vegetables,ham,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
canned beer,coffee,,,,,,,,,
photo/film,other vegetables,,,,,,,,,
rice,whipped/sour cream,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
yogurt,tidbits,,,,,,,,,
pip fruit,cling film/bags,yogurt,cat food,,,,,,,
photo/film,root vegetables,newspapers,,,,,,,,
cream cheese ,frankfurter,root vegetables,yogurt,,,,,,,
yogurt,shopping bags,waffles,chocolate,,,,,,,
onions,soda,rolls/buns,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
soda,soda,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pastry,bottled water,candles,,,,,,,,
tropical fruit,dishes,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
brown bread,coffee,,,,,,,,,
ice cream,herbs,,,,,,,,,
other vegetables,whole milk,rolls/buns,other vegetables,bottled water,whole milk,yogurt,other vegetables,,,
soda,beverages,,,,,,,,,
meat,vinegar,,,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
candy,soda,,,,,,,,,
other vegetables,specialty fat,,,,,,,,,
butter milk,pip fruit,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
liquor,red/blush wine,,,,,,,,,
dental care,soda,,,,,,,,,
ham,liquor (appetizer),,,,,,,,,
finished products,rolls/buns,,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
white wine,soda,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
citrus fruit,beef,tropical fruit,curd,,,,,,,
hard cheese,yogurt,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
pork,butter,,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,canned beer,,,,,,,
sausage,soda,,,,,,,,,
curd,specialty bar,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
specialty bar,waffles,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
yogurt,domestic eggs,yogurt,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
butter,shopping bags,newspapers,,,,,,,,
tropical fruit,frozen potato products,,,,,,,,,
soda,candy,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
soda,frankfurter,butter,whole milk,,,,,,,
dishes,shopping bags,brown bread,white bread,,,,,,,
root vegetables,coffee,,,,,,,,,
sausage,prosecco,pot plants,,,,,,,,
rolls/buns,sauces,,,,,,,,,
citrus fruit,whipped/sour cream,liquor,,,,,,,,
rolls/buns,berries,shopping bags,rice,,,,,,,
curd,long life bakery product,,,,,,,,,
whole milk,hair spray,waffles,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
chicken,grapes,pot plants,curd cheese,coffee,napkins,,,,,
root vegetables,beef,whole milk,curd,,,,,,,
root vegetables,bottled water,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
soda,pip fruit,hygiene articles,oil,,,,,,,
sausage,whole milk,root vegetables,soft cheese,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
sausage,yogurt,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
hamburger meat,soda,cling film/bags,,,,,,,,
specialty cheese,yogurt,,,,,,,,,
sausage,softener,,,,,,,,,
beef,roll products ,,,,,,,,,
citrus fruit,bottled water,pastry,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
tropical fruit,soda,,,,,,,,,
soda,brown bread,,,,,,,,,
dessert,newspapers,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
soda,mustard,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
dishes,frozen fish,,,,,,,,,
sausage,rolls/buns,rolls/buns,,,,,,,,
pork,curd,,,,,,,,,
soda,soda,,,,,,,,,
frankfurter,berries,,,,,,,,,
margarine,yogurt,,,,,,,,,
pip fruit,citrus fruit,other vegetables,white wine,frozen vegetables,,,,,,
canned beer,grapes,UHT-milk,brown bread,,,,,,,
fish,canned beer,,,,,,,,,
dessert,dental care,waffles,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
long life bakery product,chocolate,,,,,,,,,
coffee,yogurt,oil,,,,,,,,
meat,other vegetables,pasta,,,,,,,,
sausage,pastry,,,,,,,,,
sausage,white wine,,,,,,,,,
pastry,whipped/sour cream,,,,,,,,,
fruit/vegetable juice,pot plants,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
newspapers,fruit/vegetable juice,waffles,,,,,,,,
whole milk,sauces,,,,,,,,,
dessert,whole milk,,,,,,,,,
oil,whole milk,,,,,,,,,
herbs,soups,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
chicken,house keeping products,,,,,,,,,
other vegetables,hygiene articles,dessert,margarine,fruit/vegetable juice,hygiene articles,,,,,
rolls/buns,domestic eggs,,,,,,,,,
soda,margarine,soda,,,,,,,,
citrus fruit,dog food,rolls/buns,soda,whole milk,fruit/vegetable juice,whipped/sour cream,yogurt,,,
coffee,frankfurter,frankfurter,bottled beer,butter,margarine,sugar,brown bread,soda,,
sausage,whipped/sour cream,specialty bar,,,,,,,,
dessert,soft cheese,shopping bags,,,,,,,,
pork,sausage,whole milk,frozen vegetables,,,,,,,
chocolate,rolls/buns,,,,,,,,,
pastry,long life bakery product,sliced cheese,yogurt,,,,,,,
misc. beverages,processed cheese,,,,,,,,,
root vegetables,ham,butter,brown bread,pastry,spread cheese,,,,,
hamburger meat,other vegetables,,,,,,,,,
tropical fruit,bottled water,cream cheese ,,,,,,,,
frozen meals,chicken,whipped/sour cream,whole milk,bottled beer,,,,,,
specialty bar,shopping bags,chocolate,,,,,,,,
citrus fruit,soda,,,,,,,,,
fruit/vegetable juice,detergent,,,,,,,,,
canned beer,pip fruit,,,,,,,,,
sausage,coffee,,,,,,,,,
beverages,sausage,white bread,bottled water,,,,,,,
yogurt,whole milk,,,,,,,,,
tropical fruit,whole milk,shopping bags,,,,,,,,
canned beer,flour,newspapers,,,,,,,,
other vegetables,margarine,,,,,,,,,
beef,ice cream,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
white bread,canned fish,,,,,,,,,
herbs,seasonal products,pastry,yogurt,,,,,,,
citrus fruit,curd,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
whole milk,pork,UHT-milk,sliced cheese,beverages,,,,,,
pip fruit,yogurt,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
UHT-milk,herbs,newspapers,,,,,,,,
pastry,cream cheese ,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
onions,ice cream,soda,sliced cheese,,,,,,,
specialty chocolate,sauces,,,,,,,,,
beef,hamburger meat,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
bottled water,white bread,,,,,,,,,
pip fruit,whole milk,brown bread,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
beverages,whole milk,onions,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
root vegetables,grapes,whole milk,,,,,,,,
rolls/buns,other vegetables,curd,spread cheese,candles,,,,,,
rolls/buns,newspapers,specialty fat,domestic eggs,,,,,,,
whole milk,detergent,,,,,,,,,
meat,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
sausage,butter,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
bottled water,chocolate,,,,,,,,,
sausage,frankfurter,napkins,soda,,,,,,,
ham,bottled beer,,,,,,,,,
root vegetables,sugar,,,,,,,,,
soda,salt,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,butter,,,,,,,,,
other vegetables,margarine,,,,,,,,,
newspapers,pork,root vegetables,napkins,,,,,,,
root vegetables,chicken,,,,,,,,,
pork,pork,rolls/buns,sparkling wine,,,,,,,
candy,whole milk,,,,,,,,,
citrus fruit,semi-finished bread,yogurt,,,,,,,,
tropical fruit,newspapers,beef,tropical fruit,domestic eggs,detergent,frozen vegetables,grapes,processed cheese,,
canned fish,yogurt,napkins,,,,,,,,
margarine,rolls/buns,,,,,,,,,
turkey,kitchen towels,,,,,,,,,
ice cream,chewing gum,,,,,,,,,
brandy,pastry,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
grapes,hard cheese,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
pork,bottled water,,,,,,,,,
pork,male cosmetics,pastry,chewing gum,brandy,,,,,,
hygiene articles,hygiene articles,pastry,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
sugar,pickled vegetables,fruit/vegetable juice,yogurt,,,,,,,
ham,beef,bottled water,citrus fruit,dishes,,,,,,
fruit/vegetable juice,root vegetables,pastry,,,,,,,,
finished products,ice cream,tropical fruit,whole milk,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
pork,soda,other vegetables,ice cream,,,,,,,
soda,whole milk,,,,,,,,,
berries,mayonnaise,,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
spread cheese,other vegetables,whole milk,,,,,,,,
tropical fruit,frozen meals,yogurt,other vegetables,,,,,,,
soda,margarine,,,,,,,,,
pork,other vegetables,,,,,,,,,
soda,red/blush wine,,,,,,,,,
pastry,citrus fruit,,,,,,,,,
canned beer,organic products,whole milk,frozen dessert,misc. beverages,,,,,,
coffee,packaged fruit/vegetables,bottled water,pastry,,,,,,,
soda,dishes,,,,,,,,,
hamburger meat,pastry,,,,,,,,,
canned beer,misc. beverages,liqueur,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
frozen meals,tidbits,,,,,,,,,
newspapers,whole milk,chewing gum,,,,,,,,
shopping bags,soda,,,,,,,,,
roll products ,butter milk,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
frankfurter,pickled vegetables,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
frozen vegetables,root vegetables,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
curd,pip fruit,,,,,,,,,
hygiene articles,seasonal products,,,,,,,,,
tropical fruit,yogurt,sausage,rolls/buns,,,,,,,
sausage,root vegetables,,,,,,,,,
tropical fruit,flour,,,,,,,,,
sausage,pork,butter milk,canned beer,whole milk,yogurt,rolls/buns,,,,
sausage,cat food,,,,,,,,,
rolls/buns,dog food,,,,,,,,,
pot plants,soda,hygiene articles,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
other vegetables,soda,,,,,,,,,
sausage,yogurt,,,,,,,,,
beverages,sliced cheese,semi-finished bread,,,,,,,,
whipped/sour cream,frankfurter,rolls/buns,citrus fruit,candy,bottled beer,yogurt,whole milk,,,
chicken,organic products,,,,,,,,,
specialty chocolate,whole milk,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
margarine,house keeping products,whole milk,canned beer,,,,,,,
bottled water,newspapers,specialty bar,bottled water,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
chicken,whole milk,margarine,soda,,,,,,,
beef,grapes,,,,,,,,,
butter,soda,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
canned fruit,whole milk,,,,,,,,,
other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
chocolate,whole milk,,,,,,,,,
whipped/sour cream,photo/film,,,,,,,,,
turkey,rolls/buns,,,,,,,,,
liquor (appetizer),onions,whole milk,butter,cream cheese ,specialty cheese,,,,,
frozen meals,dish cleaner,,,,,,,,,
other vegetables,whole milk,sliced cheese,,,,,,,,
bottled water,hair spray,processed cheese,,,,,,,,
sausage,rolls/buns,misc. beverages,processed cheese,,,,,,,
butter,whipped/sour cream,rolls/buns,,,,,,,,
root vegetables,liquor,,,,,,,,,
chicken,chicken,salt,,,,,,,,
cat food,napkins,fruit/vegetable juice,,,,,,,,
meat,canned beer,soda,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
yogurt,cream cheese ,fruit/vegetable juice,,,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
sausage,specialty chocolate,bottled water,baking powder,,,,,,,
meat,rolls/buns,pastry,,,,,,,,
canned beer,rolls/buns,artif. sweetener,soda,,,,,,,
onions,ice cream,,,,,,,,,
liver loaf,pasta,grapes,other vegetables,,,,,,,
bottled water,cooking chocolate,,,,,,,,,
other vegetables,dog food,,,,,,,,,
butter,sauces,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
berries,other vegetables,,,,,,,,,
onions,tropical fruit,shopping bags,other vegetables,,,,,,,
newspapers,coffee,soft cheese,,,,,,,,
frankfurter,whole milk,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
sausage,beef,whipped/sour cream,,,,,,,,
dessert,frozen meals,,,,,,,,,
frankfurter,sausage,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers,,
soda,soft cheese,oil,,,,,,,,
liver loaf,citrus fruit,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
frozen meals,sugar,,,,,,,,,
whole milk,cat food,processed cheese,rolls/buns,,,,,,,
ham,candy,,,,,,,,,
bottled beer,white bread,,,,,,,,,
tropical fruit,chicken,sausage,organic sausage,other vegetables,whipped/sour cream,other vegetables,butter milk,,,
dessert,chewing gum,,,,,,,,,
whole milk,domestic eggs,yogurt,,,,,,,,
grapes,frozen meals,flower (seeds),,,,,,,,
meat,citrus fruit,,,,,,,,,
whole milk,flour,,,,,,,,,
soap,candy,,,,,,,,,
canned beer,flour,,,,,,,,,
cream cheese ,mustard,,,,,,,,,
whipped/sour cream,candy,,,,,,,,,
soda,other vegetables,,,,,,,,,
white bread,whole milk,pastry,shopping bags,,,,,,,
dessert,red/blush wine,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
other vegetables,butter,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
other vegetables,pip fruit,UHT-milk,herbs,,,,,,,
ice cream,onions,soda,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
canned beer,dishes,,,,,,,,,
canned fish,ice cream,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
pip fruit,root vegetables,frozen meals,hamburger meat,sugar,soda,spread cheese,,,,
ham,whole milk,,,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
whole milk,nuts/prunes,,,,,,,,,
beef,shopping bags,,,,,,,,,
white wine,canned vegetables,flour,,,,,,,,
newspapers,soft cheese,,,,,,,,,
rolls/buns,soda,citrus fruit,spread cheese,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
soda,butter,other vegetables,margarine,,,,,,,
UHT-milk,other vegetables,dishes,,,,,,,,
curd,dessert,cling film/bags,,,,,,,,
yogurt,butter,whole milk,,,,,,,,
sausage,pastry,,,,,,,,,
UHT-milk,cooking chocolate,,,,,,,,,
whole milk,root vegetables,sausage,frozen vegetables,chocolate,,,,,,
other vegetables,hygiene articles,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
domestic eggs,waffles,coffee,shopping bags,,,,,,,
sausage,salty snack,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
citrus fruit,sausage,whole milk,canned beer,,,,,,,
bottled water,dessert,,,,,,,,,
UHT-milk,whole milk,herbs,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
beef,whole milk,pet care,citrus fruit,,,,,,,
pastry,bottled water,,,,,,,,,
flower soil/fertilizer,rolls/buns,,,,,,,,,
berries,white bread,,,,,,,,,
soda,root vegetables,fruit/vegetable juice,,,,,,,,
sparkling wine,tropical fruit,,,,,,,,,
finished products,bottled beer,,,,,,,,,
other vegetables,coffee,,,,,,,,,
tropical fruit,herbs,long life bakery product,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whipped/sour cream,whole milk,cream cheese ,napkins,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
other vegetables,skin care,,,,,,,,,
frankfurter,soda,other vegetables,,,,,,,,
finished products,brown bread,dishes,,,,,,,,
pip fruit,pastry,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
chicken,flower soil/fertilizer,,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
herbs,grapes,butter,,,,,,,,
tropical fruit,other vegetables,hygiene articles,brandy,,,,,,,
tropical fruit,pip fruit,root vegetables,pet care,,,,,,,
beef,butter milk,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
whole milk,detergent,,,,,,,,,
soda,other vegetables,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
beef,napkins,,,,,,,,,
root vegetables,berries,brandy,,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
sausage,pork,,,,,,,,,
other vegetables,citrus fruit,semi-finished bread,softener,,,,,,,
whole milk,sliced cheese,shopping bags,,,,,,,,
sausage,newspapers,cream,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
coffee,brown bread,whole milk,sweet spreads,,,,,,,
rolls/buns,curd,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
frankfurter,margarine,,,,,,,,,
pastry,pickled vegetables,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
whole milk,beef,rolls/buns,mustard,,,,,,,
canned beer,long life bakery product,rolls/buns,,,,,,,,
canned beer,chicken,other vegetables,,,,,,,,
napkins,dessert,,,,,,,,,
root vegetables,berries,,,,,,,,,
yogurt,bottled water,,,,,,,,,
specialty bar,pickled vegetables,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
pork,domestic eggs,UHT-milk,rolls/buns,,,,,,,
white bread,pickled vegetables,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
chicken,fruit/vegetable juice,cake bar,,,,,,,,
other vegetables,curd,,,,,,,,,
seasonal products,pickled vegetables,,,,,,,,,
chewing gum,root vegetables,frozen vegetables,,,,,,,,
frozen meals,soda,,,,,,,,,
citrus fruit,pastry,dish cleaner,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
hamburger meat,salt,,,,,,,,,
finished products,flower (seeds),,,,,,,,,
canned beer,pastry,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
frankfurter,specialty bar,,,,,,,,,
margarine,newspapers,,,,,,,,,
specialty fat,liquor (appetizer),,,,,,,,,
soda,candy,,,,,,,,,
chicken,curd,,,,,,,,,
rolls/buns,canned beer,brown bread,dessert,,,,,,,
frankfurter,tropical fruit,frozen meals,soda,,,,,,,
whole milk,cream cheese ,soda,,,,,,,,
tropical fruit,pork,newspapers,,,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
soda,meat,,,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,herbs,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
sausage,frozen vegetables,specialty vegetables,,,,,,,,
other vegetables,other vegetables,pip fruit,specialty bar,,,,,,,
hamburger meat,other vegetables,frozen dessert,oil,,,,,,,
other vegetables,whole milk,,,,,,,,,
fish,sausage,other vegetables,soda,rolls/buns,,,,,,
dishes,tropical fruit,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
beverages,prosecco,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
canned beer,tropical fruit,root vegetables,other vegetables,,,,,,,
soda,bottled beer,chicken,yogurt,,,,,,,
meat,herbs,,,,,,,,,
yogurt,bottled water,berries,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
canned beer,rolls/buns,berries,domestic eggs,,,,,,,
frankfurter,napkins,,,,,,,,,
coffee,soda,photo/film,domestic eggs,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
napkins,photo/film,dessert,,,,,,,,
sausage,white bread,whole milk,butter,,,,,,,
shopping bags,snack products,,,,,,,,,
berries,bottled beer,,,,,,,,,
butter milk,berries,citrus fruit,napkins,,,,,,,
pip fruit,hamburger meat,butter,yogurt,,,,,,,
frozen meals,dental care,,,,,,,,,
seasonal products,salt,,,,,,,,,
tropical fruit,curd,,,,,,,,,
